chrpos	count	fre	treat	sampleID
2:153050274	8	0.5	Post	KTN102
2:153275194	8	0.5	Post	KTN102
2:153484681	8	0.5	Post	KTN102
2:153697611	4	0.25	Post	KTN102
2:153921239	4	0.25	Post	KTN102
2:154144109	4	0.25	Post	KTN102
2:154369516	4	0.25	Post	KTN102
2:154598895	4	0.25	Post	KTN102
2:154811764	4	0.25	Post	KTN102
2:155032494	4	0.25	Post	KTN102
2:155240388	4	0.25	Post	KTN102
2:155452093	4	0.25	Post	KTN102
2:155659184	4	0.25	Post	KTN102
2:155879815	4	0.25	Post	KTN102
2:156093146	4	0.25	Post	KTN102
2:156306899	4	0.25	Post	KTN102
2:156526496	4	0.25	Post	KTN102
2:156736898	4	0.25	Post	KTN102
2:156956030	4	0.25	Post	KTN102
2:157179503	4	0.25	Post	KTN102
2:157400937	4	0.25	Post	KTN102
2:157614212	4	0.25	Post	KTN102
2:157832039	4	0.25	Post	KTN102
2:158054103	5	0.3125	Post	KTN102
2:158282301	5	0.3125	Post	KTN102
2:158505485	5	0.3125	Post	KTN102
2:158723046	5	0.3125	Post	KTN102
2:158944044	5	0.3125	Post	KTN102
2:159167199	5	0.3125	Post	KTN102
2:159405828	5	0.3125	Post	KTN102
2:159612008	5	0.3125	Post	KTN102
2:159851881	4	0.25	Post	KTN102
2:160068938	4	0.25	Post	KTN102
2:160292420	4	0.25	Post	KTN102
2:175173306	11	0.6875	Post	KTN102
2:175402229	9	0.5625	Post	KTN102
2:175615312	9	0.5625	Post	KTN102
2:175827164	9	0.5625	Post	KTN102
2:176045292	9	0.5625	Post	KTN102
2:176262906	9	0.5625	Post	KTN102
2:176491720	9	0.5625	Post	KTN102
2:176728730	9	0.5625	Post	KTN102
2:176948607	9	0.5625	Post	KTN102
2:177161911	9	0.5625	Post	KTN102
2:177375105	9	0.5625	Post	KTN102
2:177581855	9	0.5625	Post	KTN102
2:177795099	9	0.5625	Post	KTN102
2:178004588	9	0.5625	Post	KTN102
2:178226985	9	0.5625	Post	KTN102
2:178446655	9	0.5625	Post	KTN102
2:178661615	9	0.5625	Post	KTN102
2:178887888	8	0.5	Post	KTN102
2:179112962	4	0.25	Post	KTN102
2:179329558	4	0.25	Post	KTN102
2:179545800	4	0.25	Post	KTN102
2:179750966	4	0.25	Post	KTN102
2:179992545	4	0.25	Post	KTN102
2:180217856	4	0.25	Post	KTN102
2:180436812	4	0.25	Post	KTN102
2:180652057	4	0.25	Post	KTN102
2:180860192	4	0.25	Post	KTN102
2:181070410	4	0.25	Post	KTN102
2:181288094	4	0.25	Post	KTN102
2:181503802	4	0.25	Post	KTN102
2:181727263	4	0.25	Post	KTN102
2:181934437	4	0.25	Post	KTN102
2:182146420	4	0.25	Post	KTN102
2:182360079	4	0.25	Post	KTN102
2:182569000	5	0.3125	Post	KTN102
2:182787204	5	0.3125	Post	KTN102
2:183004675	5	0.3125	Post	KTN102
2:183224501	5	0.3125	Post	KTN102
2:183447708	5	0.3125	Post	KTN102
2:183674965	5	0.3125	Post	KTN102
2:183891835	5	0.3125	Post	KTN102
2:184115428	6	0.375	Post	KTN102
2:184346238	6	0.375	Post	KTN102
2:184568250	6	0.375	Post	KTN102
2:184803082	6	0.375	Post	KTN102
2:185020869	7	0.4375	Post	KTN102
2:185238730	7	0.4375	Post	KTN102
2:185448277	7	0.4375	Post	KTN102
2:185655145	7	0.4375	Post	KTN102
2:185867812	7	0.4375	Post	KTN102
2:186082763	7	0.4375	Post	KTN102
2:186302060	7	0.4375	Post	KTN102
2:186520053	7	0.4375	Post	KTN102
2:186743607	7	0.4375	Post	KTN102
2:186960333	7	0.4375	Post	KTN102
2:187185671	7	0.4375	Post	KTN102
2:187407859	7	0.4375	Post	KTN102
2:187617773	7	0.4375	Post	KTN102
2:187844252	7	0.4375	Post	KTN102
2:188056743	7	0.4375	Post	KTN102
2:188267766	7	0.4375	Post	KTN102
2:188489879	7	0.4375	Post	KTN102
2:188710071	8	0.5	Post	KTN102
2:188927567	8	0.5	Post	KTN102
2:189147791	8	0.5	Post	KTN102
2:189356177	8	0.5	Post	KTN102
2:189569137	8	0.5	Post	KTN102
2:189786970	8	0.5	Post	KTN102
2:189995584	8	0.5	Post	KTN102
2:190215842	8	0.5	Post	KTN102
2:190435263	8	0.5	Post	KTN102
2:190655624	8	0.5	Post	KTN102
2:190882776	8	0.5	Post	KTN102
2:191103302	8	0.5	Post	KTN102
2:191323161	8	0.5	Post	KTN102
2:191543528	8	0.5	Post	KTN102
2:191764616	8	0.5	Post	KTN102
2:191979903	8	0.5	Post	KTN102
2:192192602	8	0.5	Post	KTN102
2:192407760	8	0.5	Post	KTN102
2:192622061	8	0.5	Post	KTN102
2:192835807	8	0.5	Post	KTN102
2:193044754	8	0.5	Post	KTN102
2:193260809	8	0.5	Post	KTN102
2:193479843	8	0.5	Post	KTN102
2:193685875	8	0.5	Post	KTN102
2:193915269	8	0.5	Post	KTN102
2:194130946	5	0.3125	Post	KTN102
2:194344919	5	0.3125	Post	KTN102
2:194563450	5	0.3125	Post	KTN102
2:194786784	4	0.25	Post	KTN102
2:195005373	3	0.1875	Post	KTN102
2:195213551	3	0.1875	Post	KTN102
2:195439298	3	0.1875	Post	KTN102
2:195654118	3	0.1875	Post	KTN102
2:195879515	4	0.25	Post	KTN102
2:196111610	4	0.25	Post	KTN102
2:196335391	4	0.25	Post	KTN102
2:196561222	4	0.25	Post	KTN102
2:196776170	4	0.25	Post	KTN102
2:197005274	4	0.25	Post	KTN102
2:197218241	6	0.375	Post	KTN102
2:197436685	6	0.375	Post	KTN102
2:197660655	6	0.375	Post	KTN102
2:197887986	6	0.375	Post	KTN102
2:198107738	6	0.375	Post	KTN102
2:198335590	6	0.375	Post	KTN102
2:198593260	6	0.375	Post	KTN102
2:198822709	6	0.375	Post	KTN102
2:199034335	6	0.375	Post	KTN102
2:199245752	6	0.375	Post	KTN102
2:199464767	6	0.375	Post	KTN102
2:199677373	6	0.375	Post	KTN102
2:199889621	6	0.375	Post	KTN102
2:200119485	6	0.375	Post	KTN102
2:200326219	4	0.25	Post	KTN102
2:200547669	4	0.25	Post	KTN102
2:200764475	4	0.25	Post	KTN102
2:200975129	3	0.1875	Post	KTN102
2:201192620	3	0.1875	Post	KTN102
2:201403955	3	0.1875	Post	KTN102
2:201624331	3	0.1875	Post	KTN102
2:201853092	3	0.1875	Post	KTN102
2:202099331	3	0.1875	Post	KTN102
2:202337215	3	0.1875	Post	KTN102
2:202568352	3	0.1875	Post	KTN102
2:202786737	3	0.1875	Post	KTN102
2:203003380	3	0.1875	Post	KTN102
2:203247451	3	0.1875	Post	KTN102
2:203499121	3	0.1875	Post	KTN102
2:203734470	3	0.1875	Post	KTN102
2:203966507	3	0.1875	Post	KTN102
2:204205594	3	0.1875	Post	KTN102
2:204433851	3	0.1875	Post	KTN102
2:204663832	3	0.1875	Post	KTN102
2:204878540	3	0.1875	Post	KTN102
2:205087597	4	0.25	Post	KTN102
2:205298895	4	0.25	Post	KTN102
2:205511965	4	0.25	Post	KTN102
2:205726778	4	0.25	Post	KTN102
2:205940542	4	0.25	Post	KTN102
2:206156227	4	0.25	Post	KTN102
2:206366755	4	0.25	Post	KTN102
2:206576874	4	0.25	Post	KTN102
2:206786196	4	0.25	Post	KTN102
2:207021003	4	0.25	Post	KTN102
2:207251614	4	0.25	Post	KTN102
2:207476991	4	0.25	Post	KTN102
2:207693405	4	0.25	Post	KTN102
2:207927283	4	0.25	Post	KTN102
2:208132322	4	0.25	Post	KTN102
2:208349118	4	0.25	Post	KTN102
2:208579475	4	0.25	Post	KTN102
2:208804927	4	0.25	Post	KTN102
2:209032928	4	0.25	Post	KTN102
2:209259302	4	0.25	Post	KTN102
2:209478412	4	0.25	Post	KTN102
2:209732623	4	0.25	Post	KTN102
2:209959255	4	0.25	Post	KTN102
2:210203681	4	0.25	Post	KTN102
2:210417706	4	0.25	Post	KTN102
2:210631654	4	0.25	Post	KTN102
2:210845391	4	0.25	Post	KTN102
2:211065631	3	0.1875	Post	KTN102
2:211294430	3	0.1875	Post	KTN102
2:211509985	3	0.1875	Post	KTN102
2:211721674	9	0.5625	Post	KTN102
2:211941756	9	0.5625	Post	KTN102
2:212159955	9	0.5625	Post	KTN102
2:212366351	9	0.5625	Post	KTN102
2:212580370	9	0.5625	Post	KTN102
2:212800459	9	0.5625	Post	KTN102
2:213012939	9	0.5625	Post	KTN102
2:213221697	9	0.5625	Post	KTN102
2:213429855	9	0.5625	Post	KTN102
2:213649179	9	0.5625	Post	KTN102
2:213867868	9	0.5625	Post	KTN102
2:214072444	9	0.5625	Post	KTN102
2:214297081	5	0.3125	Post	KTN102
2:214519468	3	0.1875	Post	KTN102
2:214739678	3	0.1875	Post	KTN102
2:214951491	3	0.1875	Post	KTN102
2:215168647	3	0.1875	Post	KTN102
2:215378360	3	0.1875	Post	KTN102
2:215601561	3	0.1875	Post	KTN102
2:215821511	9	0.5625	Post	KTN102
2:216041946	10	0.625	Post	KTN102
2:216278628	10	0.625	Post	KTN102
2:216492361	10	0.625	Post	KTN102
2:216705108	10	0.625	Post	KTN102
2:216933263	10	0.625	Post	KTN102
2:217148930	10	0.625	Post	KTN102
2:217371421	10	0.625	Post	KTN102
2:217585696	10	0.625	Post	KTN102
2:217795002	10	0.625	Post	KTN102
2:218008522	10	0.625	Post	KTN102
2:218218673	10	0.625	Post	KTN102
2:218427891	10	0.625	Post	KTN102
2:218636730	10	0.625	Post	KTN102
2:218841001	10	0.625	Post	KTN102
2:219074638	10	0.625	Post	KTN102
2:219310297	10	0.625	Post	KTN102
2:219542138	9	0.5625	Post	KTN102
2:219769849	9	0.5625	Post	KTN102
2:219985465	9	0.5625	Post	KTN102
2:220209840	9	0.5625	Post	KTN102
2:220422676	9	0.5625	Post	KTN102
2:220638250	9	0.5625	Post	KTN102
2:220858727	4	0.25	Post	KTN102
2:221067706	4	0.25	Post	KTN102
2:221285237	3	0.1875	Post	KTN102
2:221494570	3	0.1875	Post	KTN102
2:221707270	3	0.1875	Post	KTN102
2:221918054	3	0.1875	Post	KTN102
2:222129253	3	0.1875	Post	KTN102
2:222341156	3	0.1875	Post	KTN102
2:222551004	3	0.1875	Post	KTN102
2:222761202	3	0.1875	Post	KTN102
2:222979045	3	0.1875	Post	KTN102
2:223193600	3	0.1875	Post	KTN102
2:223409928	3	0.1875	Post	KTN102
2:223633854	3	0.1875	Post	KTN102
2:223855650	3	0.1875	Post	KTN102
2:224078386	3	0.1875	Post	KTN102
2:224303299	3	0.1875	Post	KTN102
2:224515242	3	0.1875	Post	KTN102
2:224747502	3	0.1875	Post	KTN102
2:224964934	3	0.1875	Post	KTN102
2:225183905	3	0.1875	Post	KTN102
2:225401727	3	0.1875	Post	KTN102
2:225630718	3	0.1875	Post	KTN102
2:225845102	3	0.1875	Post	KTN102
2:226057508	3	0.1875	Post	KTN102
2:226271695	3	0.1875	Post	KTN102
2:226486194	3	0.1875	Post	KTN102
2:226701786	3	0.1875	Post	KTN102
2:226913315	3	0.1875	Post	KTN102
2:227126817	3	0.1875	Post	KTN102
2:227340542	3	0.1875	Post	KTN102
2:227552189	3	0.1875	Post	KTN102
2:227762827	3	0.1875	Post	KTN102
2:227986645	3	0.1875	Post	KTN102
2:228203944	3	0.1875	Post	KTN102
2:228428538	3	0.1875	Post	KTN102
2:228660206	3	0.1875	Post	KTN102
2:228886736	3	0.1875	Post	KTN102
2:229115671	3	0.1875	Post	KTN102
2:229336069	3	0.1875	Post	KTN102
2:229557061	3	0.1875	Post	KTN102
2:229781329	3	0.1875	Post	KTN102
2:229992882	3	0.1875	Post	KTN102
2:230202922	3	0.1875	Post	KTN102
2:230419875	3	0.1875	Post	KTN102
2:230634939	3	0.1875	Post	KTN102
2:230862300	4	0.25	Post	KTN102
2:231093955	4	0.25	Post	KTN102
2:231323067	4	0.25	Post	KTN102
2:231563910	4	0.25	Post	KTN102
2:231783606	4	0.25	Post	KTN102
2:232000844	4	0.25	Post	KTN102
2:232226389	4	0.25	Post	KTN102
2:232466413	4	0.25	Post	KTN102
2:232722425	4	0.25	Post	KTN102
2:232947422	4	0.25	Post	KTN102
2:233171475	4	0.25	Post	KTN102
2:233407587	4	0.25	Post	KTN102
2:233637117	4	0.25	Post	KTN102
2:233857693	5	0.3125	Post	KTN102
2:241305319	11	0.6875	Post	KTN102
2:241521183	6	0.375	Post	KTN102
2:241751013	5	0.3125	Post	KTN102
2:241970049	5	0.3125	Post	KTN102
2:242188090	5	0.3125	Post	KTN102
2:242410434	5	0.3125	Post	KTN102
2:242637536	5	0.3125	Post	KTN102
3:52189991	11	0.6875	Post	KTN102
3:52410230	11	0.6875	Post	KTN102
3:52624507	11	0.6875	Post	KTN102
3:52852344	10	0.625	Post	KTN102
3:53071097	9	0.5625	Post	KTN102
3:53291878	9	0.5625	Post	KTN102
3:53537263	9	0.5625	Post	KTN102
3:53744837	8	0.5	Post	KTN102
3:53953059	8	0.5	Post	KTN102
3:54172171	8	0.5	Post	KTN102
3:54386920	8	0.5	Post	KTN102
3:54610390	8	0.5	Post	KTN102
3:54826085	7	0.4375	Post	KTN102
3:55039730	7	0.4375	Post	KTN102
3:55265346	7	0.4375	Post	KTN102
3:55480451	7	0.4375	Post	KTN102
3:55687290	7	0.4375	Post	KTN102
3:55899313	7	0.4375	Post	KTN102
3:56107583	7	0.4375	Post	KTN102
3:56321086	6	0.375	Post	KTN102
3:56530574	6	0.375	Post	KTN102
3:56773246	6	0.375	Post	KTN102
3:56995192	6	0.375	Post	KTN102
3:57216761	6	0.375	Post	KTN102
3:57450551	6	0.375	Post	KTN102
3:57698370	7	0.4375	Post	KTN102
3:57930103	7	0.4375	Post	KTN102
3:58154971	7	0.4375	Post	KTN102
3:58387727	7	0.4375	Post	KTN102
3:58612592	7	0.4375	Post	KTN102
3:58851441	7	0.4375	Post	KTN102
3:59080741	7	0.4375	Post	KTN102
3:59300068	7	0.4375	Post	KTN102
3:59521565	7	0.4375	Post	KTN102
3:59735001	7	0.4375	Post	KTN102
3:59941675	6	0.375	Post	KTN102
3:60148234	5	0.3125	Post	KTN102
3:60354498	5	0.3125	Post	KTN102
3:60571161	5	0.3125	Post	KTN102
3:60784811	5	0.3125	Post	KTN102
3:61003857	5	0.3125	Post	KTN102
3:61235110	4	0.25	Post	KTN102
3:61460279	4	0.25	Post	KTN102
3:61677681	4	0.25	Post	KTN102
3:61890941	4	0.25	Post	KTN102
3:62101000	4	0.25	Post	KTN102
3:62308492	4	0.25	Post	KTN102
3:62515985	4	0.25	Post	KTN102
3:62723349	4	0.25	Post	KTN102
3:62936647	4	0.25	Post	KTN102
3:63156193	4	0.25	Post	KTN102
3:63380895	4	0.25	Post	KTN102
3:63590003	4	0.25	Post	KTN102
3:63820346	4	0.25	Post	KTN102
3:64029928	4	0.25	Post	KTN102
3:64236688	4	0.25	Post	KTN102
3:64443770	4	0.25	Post	KTN102
3:64656333	4	0.25	Post	KTN102
3:64866896	4	0.25	Post	KTN102
3:65082865	4	0.25	Post	KTN102
3:65302270	4	0.25	Post	KTN102
3:65517194	4	0.25	Post	KTN102
3:65729410	4	0.25	Post	KTN102
3:65945260	4	0.25	Post	KTN102
3:66165618	3	0.1875	Post	KTN102
3:66482763	3	0.1875	Post	KTN102
3:66695672	3	0.1875	Post	KTN102
3:66918844	3	0.1875	Post	KTN102
3:67141207	3	0.1875	Post	KTN102
3:67366460	3	0.1875	Post	KTN102
3:67586608	3	0.1875	Post	KTN102
3:67797364	3	0.1875	Post	KTN102
3:68020562	3	0.1875	Post	KTN102
3:68232723	3	0.1875	Post	KTN102
3:68445956	3	0.1875	Post	KTN102
3:68661922	3	0.1875	Post	KTN102
3:68888280	3	0.1875	Post	KTN102
3:69103240	3	0.1875	Post	KTN102
3:69325317	3	0.1875	Post	KTN102
3:69550622	3	0.1875	Post	KTN102
3:69769323	3	0.1875	Post	KTN102
3:69978079	3	0.1875	Post	KTN102
3:70192291	3	0.1875	Post	KTN102
3:70403738	3	0.1875	Post	KTN102
3:70622977	3	0.1875	Post	KTN102
3:70838690	3	0.1875	Post	KTN102
3:71056402	3	0.1875	Post	KTN102
3:71266215	3	0.1875	Post	KTN102
3:71481104	3	0.1875	Post	KTN102
3:71692539	3	0.1875	Post	KTN102
3:71905163	3	0.1875	Post	KTN102
3:72122792	3	0.1875	Post	KTN102
3:72329904	3	0.1875	Post	KTN102
3:72536440	3	0.1875	Post	KTN102
3:72752394	3	0.1875	Post	KTN102
3:72982321	3	0.1875	Post	KTN102
3:73212808	3	0.1875	Post	KTN102
3:73440634	2	0.125	Post	KTN102
3:86282676	1	0.0625	Post	KTN102
3:86496881	1	0.0625	Post	KTN102
3:86709132	1	0.0625	Post	KTN102
3:86928041	1	0.0625	Post	KTN102
3:87140253	1	0.0625	Post	KTN102
3:87352703	1	0.0625	Post	KTN102
3:87574800	1	0.0625	Post	KTN102
3:87795152	1	0.0625	Post	KTN102
3:88023114	1	0.0625	Post	KTN102
3:88243401	1	0.0625	Post	KTN102
3:88453727	1	0.0625	Post	KTN102
3:88677632	1	0.0625	Post	KTN102
3:88900011	1	0.0625	Post	KTN102
3:89121174	1	0.0625	Post	KTN102
3:89331618	1	0.0625	Post	KTN102
3:89552038	1	0.0625	Post	KTN102
3:89761397	1	0.0625	Post	KTN102
3:89999669	1	0.0625	Post	KTN102
3:93546648	1	0.0625	Post	KTN102
3:93801969	1	0.0625	Post	KTN102
3:94016319	2	0.125	Post	KTN102
3:94229050	2	0.125	Post	KTN102
3:94446584	2	0.125	Post	KTN102
3:94674645	2	0.125	Post	KTN102
3:94895563	2	0.125	Post	KTN102
3:95110565	2	0.125	Post	KTN102
3:95323836	2	0.125	Post	KTN102
3:95550540	2	0.125	Post	KTN102
3:95770176	2	0.125	Post	KTN102
3:95982674	2	0.125	Post	KTN102
3:96197516	2	0.125	Post	KTN102
3:96429159	2	0.125	Post	KTN102
3:96639499	2	0.125	Post	KTN102
3:96862110	2	0.125	Post	KTN102
3:97076914	2	0.125	Post	KTN102
3:97293193	1	0.0625	Post	KTN102
3:97508353	1	0.0625	Post	KTN102
3:97723548	1	0.0625	Post	KTN102
3:97948579	1	0.0625	Post	KTN102
3:98174933	1	0.0625	Post	KTN102
3:98396135	1	0.0625	Post	KTN102
3:98627684	1	0.0625	Post	KTN102
3:98853131	1	0.0625	Post	KTN102
3:99079775	1	0.0625	Post	KTN102
3:99296789	1	0.0625	Post	KTN102
3:99519024	1	0.0625	Post	KTN102
3:99729881	1	0.0625	Post	KTN102
3:99942670	1	0.0625	Post	KTN102
3:100167155	1	0.0625	Post	KTN102
3:100408232	1	0.0625	Post	KTN102
3:100614357	1	0.0625	Post	KTN102
3:100838776	1	0.0625	Post	KTN102
3:101053740	1	0.0625	Post	KTN102
3:101297073	1	0.0625	Post	KTN102
3:101546727	1	0.0625	Post	KTN102
3:101779291	1	0.0625	Post	KTN102
3:101995541	1	0.0625	Post	KTN102
3:102204310	1	0.0625	Post	KTN102
3:102414954	1	0.0625	Post	KTN102
3:102631417	1	0.0625	Post	KTN102
3:102845810	1	0.0625	Post	KTN102
3:103071553	1	0.0625	Post	KTN102
3:103293271	1	0.0625	Post	KTN102
3:103504052	1	0.0625	Post	KTN102
3:103712348	1	0.0625	Post	KTN102
3:103925997	1	0.0625	Post	KTN102
3:104141196	1	0.0625	Post	KTN102
3:104360595	1	0.0625	Post	KTN102
3:104569842	1	0.0625	Post	KTN102
3:104780181	1	0.0625	Post	KTN102
3:104991304	1	0.0625	Post	KTN102
3:105207490	1	0.0625	Post	KTN102
3:105421992	1	0.0625	Post	KTN102
3:105631996	1	0.0625	Post	KTN102
3:105850264	1	0.0625	Post	KTN102
3:106066550	1	0.0625	Post	KTN102
3:106282004	1	0.0625	Post	KTN102
3:106498321	1	0.0625	Post	KTN102
3:106725904	1	0.0625	Post	KTN102
3:106948051	1	0.0625	Post	KTN102
3:107163100	1	0.0625	Post	KTN102
3:107376494	1	0.0625	Post	KTN102
3:107590412	1	0.0625	Post	KTN102
3:107801623	1	0.0625	Post	KTN102
3:108019593	1	0.0625	Post	KTN102
3:108235827	1	0.0625	Post	KTN102
3:108450264	1	0.0625	Post	KTN102
3:108672116	1	0.0625	Post	KTN102
3:108888191	1	0.0625	Post	KTN102
3:109136961	1	0.0625	Post	KTN102
3:109381055	1	0.0625	Post	KTN102
3:109608622	1	0.0625	Post	KTN102
3:109830776	1	0.0625	Post	KTN102
3:110043812	1	0.0625	Post	KTN102
3:110261924	1	0.0625	Post	KTN102
3:110479044	1	0.0625	Post	KTN102
3:110697238	1	0.0625	Post	KTN102
3:110917719	1	0.0625	Post	KTN102
3:114858474	1	0.0625	Post	KTN102
3:115078213	1	0.0625	Post	KTN102
3:115289859	1	0.0625	Post	KTN102
3:115508658	1	0.0625	Post	KTN102
3:115720390	1	0.0625	Post	KTN102
3:115940063	1	0.0625	Post	KTN102
3:116152512	1	0.0625	Post	KTN102
3:116373922	1	0.0625	Post	KTN102
3:116585363	1	0.0625	Post	KTN102
3:116799542	1	0.0625	Post	KTN102
3:117008604	1	0.0625	Post	KTN102
3:117219020	1	0.0625	Post	KTN102
3:117425930	1	0.0625	Post	KTN102
3:117635392	1	0.0625	Post	KTN102
3:117845490	1	0.0625	Post	KTN102
3:118061407	1	0.0625	Post	KTN102
3:118277811	1	0.0625	Post	KTN102
3:118494292	1	0.0625	Post	KTN102
3:118710477	1	0.0625	Post	KTN102
3:118956684	1	0.0625	Post	KTN102
3:119174988	1	0.0625	Post	KTN102
3:119395514	1	0.0625	Post	KTN102
3:119613147	1	0.0625	Post	KTN102
3:119836254	1	0.0625	Post	KTN102
3:120061613	1	0.0625	Post	KTN102
3:120279705	1	0.0625	Post	KTN102
3:120517374	2	0.125	Post	KTN102
3:120753126	2	0.125	Post	KTN102
3:120998128	2	0.125	Post	KTN102
3:121245695	2	0.125	Post	KTN102
3:121470689	2	0.125	Post	KTN102
3:121703167	2	0.125	Post	KTN102
3:121933297	2	0.125	Post	KTN102
3:122148460	2	0.125	Post	KTN102
3:122375494	2	0.125	Post	KTN102
3:122601209	2	0.125	Post	KTN102
3:122807416	2	0.125	Post	KTN102
3:123019589	2	0.125	Post	KTN102
3:123229983	2	0.125	Post	KTN102
3:123447146	2	0.125	Post	KTN102
3:123659557	2	0.125	Post	KTN102
3:123890072	2	0.125	Post	KTN102
3:124101045	4	0.25	Post	KTN102
3:124310981	4	0.25	Post	KTN102
3:124532722	4	0.25	Post	KTN102
3:124751014	4	0.25	Post	KTN102
3:124965798	4	0.25	Post	KTN102
3:125183571	4	0.25	Post	KTN102
3:125796326	4	0.25	Post	KTN102
3:126008744	4	0.25	Post	KTN102
3:126226620	4	0.25	Post	KTN102
3:126441107	4	0.25	Post	KTN102
3:126661039	4	0.25	Post	KTN102
3:126866218	4	0.25	Post	KTN102
3:127072081	4	0.25	Post	KTN102
3:127285063	4	0.25	Post	KTN102
3:127498345	4	0.25	Post	KTN102
3:127711657	4	0.25	Post	KTN102
3:127928226	4	0.25	Post	KTN102
3:128130818	4	0.25	Post	KTN102
3:128342054	4	0.25	Post	KTN102
3:128589436	4	0.25	Post	KTN102
3:128825632	4	0.25	Post	KTN102
3:129063936	4	0.25	Post	KTN102
3:129291747	4	0.25	Post	KTN102
3:129512257	4	0.25	Post	KTN102
3:130080343	4	0.25	Post	KTN102
3:130294798	4	0.25	Post	KTN102
3:130511584	4	0.25	Post	KTN102
3:130736214	4	0.25	Post	KTN102
3:130960394	4	0.25	Post	KTN102
3:131189767	4	0.25	Post	KTN102
3:131406292	4	0.25	Post	KTN102
3:131617708	4	0.25	Post	KTN102
3:131844539	4	0.25	Post	KTN102
3:132069877	4	0.25	Post	KTN102
3:132288615	4	0.25	Post	KTN102
3:132529632	4	0.25	Post	KTN102
3:132758492	4	0.25	Post	KTN102
3:132981921	4	0.25	Post	KTN102
3:133199637	4	0.25	Post	KTN102
3:133434687	4	0.25	Post	KTN102
3:133653145	4	0.25	Post	KTN102
3:133873995	4	0.25	Post	KTN102
3:134089039	4	0.25	Post	KTN102
3:134309448	4	0.25	Post	KTN102
3:134516902	4	0.25	Post	KTN102
3:134720965	4	0.25	Post	KTN102
3:134940868	4	0.25	Post	KTN102
3:135166640	4	0.25	Post	KTN102
3:135392096	4	0.25	Post	KTN102
3:135609558	4	0.25	Post	KTN102
3:135831937	4	0.25	Post	KTN102
3:136076267	4	0.25	Post	KTN102
3:136319591	4	0.25	Post	KTN102
3:136555215	4	0.25	Post	KTN102
3:136792259	4	0.25	Post	KTN102
3:137013907	4	0.25	Post	KTN102
3:137254717	4	0.25	Post	KTN102
3:137494386	4	0.25	Post	KTN102
3:137725138	4	0.25	Post	KTN102
3:137946528	4	0.25	Post	KTN102
3:138160297	4	0.25	Post	KTN102
3:138400008	4	0.25	Post	KTN102
3:138642293	4	0.25	Post	KTN102
3:138861475	4	0.25	Post	KTN102
3:139086269	4	0.25	Post	KTN102
3:139306300	4	0.25	Post	KTN102
3:139516680	4	0.25	Post	KTN102
3:139736284	4	0.25	Post	KTN102
3:139943387	4	0.25	Post	KTN102
3:140148437	4	0.25	Post	KTN102
3:140368639	4	0.25	Post	KTN102
3:140589848	4	0.25	Post	KTN102
3:140813597	4	0.25	Post	KTN102
3:141042796	4	0.25	Post	KTN102
3:141253222	4	0.25	Post	KTN102
3:141485775	4	0.25	Post	KTN102
3:141719796	4	0.25	Post	KTN102
3:141953002	4	0.25	Post	KTN102
3:142187378	4	0.25	Post	KTN102
3:142413493	4	0.25	Post	KTN102
3:142633005	4	0.25	Post	KTN102
3:142849795	4	0.25	Post	KTN102
3:143059176	4	0.25	Post	KTN102
3:143270406	4	0.25	Post	KTN102
3:143489548	4	0.25	Post	KTN102
3:143707531	4	0.25	Post	KTN102
3:143920592	4	0.25	Post	KTN102
3:144131609	4	0.25	Post	KTN102
3:144343601	4	0.25	Post	KTN102
3:144556777	4	0.25	Post	KTN102
3:144771132	4	0.25	Post	KTN102
3:144989714	4	0.25	Post	KTN102
3:145202949	4	0.25	Post	KTN102
3:145415980	4	0.25	Post	KTN102
3:145632050	4	0.25	Post	KTN102
3:145857325	4	0.25	Post	KTN102
3:146077564	4	0.25	Post	KTN102
3:146301977	4	0.25	Post	KTN102
3:146514535	4	0.25	Post	KTN102
3:146729357	4	0.25	Post	KTN102
3:146951899	4	0.25	Post	KTN102
3:147161005	4	0.25	Post	KTN102
3:147374105	3	0.1875	Post	KTN102
3:147589667	3	0.1875	Post	KTN102
3:147797807	3	0.1875	Post	KTN102
3:148011782	3	0.1875	Post	KTN102
3:148241294	3	0.1875	Post	KTN102
3:148463162	3	0.1875	Post	KTN102
3:148679483	3	0.1875	Post	KTN102
3:148899312	3	0.1875	Post	KTN102
3:149114008	3	0.1875	Post	KTN102
3:149327140	3	0.1875	Post	KTN102
3:149552286	3	0.1875	Post	KTN102
3:149771846	3	0.1875	Post	KTN102
3:149980527	3	0.1875	Post	KTN102
3:150190098	3	0.1875	Post	KTN102
3:150415579	3	0.1875	Post	KTN102
3:150639755	3	0.1875	Post	KTN102
3:150854242	3	0.1875	Post	KTN102
3:151070351	3	0.1875	Post	KTN102
3:151296221	3	0.1875	Post	KTN102
3:151516932	3	0.1875	Post	KTN102
3:151736029	3	0.1875	Post	KTN102
3:151951514	3	0.1875	Post	KTN102
3:152166307	4	0.25	Post	KTN102
3:152383843	4	0.25	Post	KTN102
3:152596160	4	0.25	Post	KTN102
3:152826833	4	0.25	Post	KTN102
3:153062382	4	0.25	Post	KTN102
3:153293311	4	0.25	Post	KTN102
3:153513462	4	0.25	Post	KTN102
3:153749325	4	0.25	Post	KTN102
3:153964407	4	0.25	Post	KTN102
3:154186657	4	0.25	Post	KTN102
